Football,Men,1,1,1,BRA,Brazil,GER,Germany,NGR,Nigeria
Football,Women,1,1,1,GER,Germany,SWE,Sweden,CAN,Canada
Golf,Men's Individual Stroke Play,1,1,1,GBR,ROSE Justin ,SWE,STENSON Henrik ,USA,KUCHAR Matt 
Golf,Women's Individual Stroke Play,1,1,1,KOR,PARK Inbee ,NZL,KO Lydia ,CHN,FENG Shanshan 
Handball,Men,1,1,1,DEN,Denmark,FRA,France,GER,Germany
Handball,Women,1,1,1,RUS,Russian Federation,FRA,France,NOR,Norway
Hockey,Men,1,1,1,ARG,Argentina,BEL,Belgium,GER,Germany
Hockey,Women,1,1,1,GBR,Great Britain,NED,Netherlands,GER,Germany
Judo,Men -100 kg,1,1,2,CZE,KRPALEK Lukas ,AZE,GASIMOV Elmar ,FRAJPN,MARET Cyrille HAGA Ryunosuke 
Judo,Men -60 kg,1,1,2,RUS,MUDRANOV Beslan ,KAZ,SMETOV Yeldos ,UZBJPN,UROZBOEV Diyorbek TAKATO Naohisa 
Judo,Men -66 kg,1,1,2,ITA,BASILE Fabio ,KOR,AN Baul ,UZBJPN,SOBIROV Rishod EBINUMA Masashi 
Judo,Men -73 kg,1,1,2,JPN,ONO Shohei ,AZE,ORUJOV Rustam ,GEOBEL,SHAVDATUASHVILI Lasha VAN TICHELT Dirk 
Judo,Men -81 kg,1,1,2,RUS,KHALMURZAEV Khasan ,USA,STEVENS Travis ,UAEJPN,TOMA Sergiu NAGASE Takanori 
Judo,Men -90 kg,1,1,2,JPN,BAKER Mashu ,GEO,LIPARTELIANI Varlam ,CHNKOR,CHENG Xunzhao GWAK Donghan 
Judo,Men +100 kg,1,1,2,FRA,RINER Teddy ,JPN,HARASAWA Hisayoshi ,ISRBRA,SASSON Or SILVA Rafael 
Judo,Women -48 kg,1,1,2,ARG,PARETO Paula ,KOR,JEONG Bokyeong ,KAZJPN,GALBADRAKH Otgontsetseg KONDO Ami 
Judo,Women -52 kg,1,1,2,KOS,KELMENDI Majlinda ,ITA,GIUFFRIDA Odette ,JPNRUS,NAKAMURA Misato KUZIUTINA Natalia 
Judo,Women -57 kg,1,1,2,BRA,SILVA Rafaela ,MGL,DORJSUREN Sumiya ,PORJPN,MONTEIRO Telma MATSUMOTO Kaori 
Judo,Women -63 kg,1,1,2,SLO,TRSTENJAK Tina ,FRA,AGBEGNENOU Clarisse ,ISRNED,GERBI Yarden VAN EMDEN Anicka 
Judo,Women -70 kg,1,1,2,JPN,TACHIMOTO Haruka ,COL,ALVEAR Yuri ,GERGBR,VARGAS KOCH Laura CONWAY Sally 
Judo,Women -78 kg,1,1,2,USA,HARRISON Kayla ,FRA,TCHEUMEO Audrey ,BRASLO,AGUIAR Mayra VELENSEK Anamari 
Judo,Women +78 kg,1,1,2,FRA,ANDEOL Emilie ,CUB,ORTIZ Idalys ,JPNCHN,YAMABE Kanae YU Song 
Marathon Swimming,Men's 10km,1,1,1,NED,WEERTMAN Ferry ,GRE,GIANNIOTIS Spiros ,FRA,OLIVIER Marc-Antoine 
Marathon Swimming,Women's 10km,1,1,1,NED,VAN ROUWENDAAL Sharon ,ITA,BRUNI Rachele ,BRA,OKIMOTO Poliana 
Modern Pentathlon,Men's Individual,1,1,1,RUS,LESUN Alexander ,UKR,TYMOSHCHENKO Pavlo ,MEX,HERNANDEZ USCANGA Ismael Marcelo 
Modern Pentathlon,Women's Individual,1,1,1,AUS,ESPOSITO Chloe ,FRA,CLOUVEL Elodie ,POL,NOWACKA Oktawia 
Rhythmic Gymnastics,Group All-Around,1,1,1,RUS,Russian Federation,ESP,Spain,BUL,Bulgaria
Rhythmic Gymnastics,Individual All-Around,1,1,1,RUS,MAMUN Margarita ,RUS,KUDRYAVTSEVA Yana ,UKR,RIZATDINOVA Ganna 
Rowing,Lightweight Men's Double Sculls,1,1,1,FRA,Azou / Houin,IRL,O'Donovan / O'Donovan,NOR,Strandli / Brun
Rowing,Lightweight Men's Four,1,1,1,SUI,Switzerland,DEN,Denmark,FRA,France
Rowing,Lightweight Women's Double Sculls,1,1,1,NED,Head / Paulis,CAN,Jennerich / Obee,CHN,Huang / Pan
Rowing,Men's Double Sculls,1,1,1,CRO,Sinkovic / Sinkovic,LTU,Griskonis / Ritter,NOR,Tufte / Borch
Rowing,Men's Eight,1,1,1,GBR,Great Britain,GER,Germany,NED,Netherlands
Rowing,Men's Four,1,1,1,GBR,Great Britain,AUS,Australia,ITA,Italy
Rowing,Men's Pair,1,1,1,NZL,Bond / Murray,RSA,Keeling / Brittain,ITA,DI COSTANZO / Abagnale
Rowing,Men's Quadruple Sculls,1,1,1,GER,Germany,AUS,Australia,EST,Estonia
Rowing,Men's Single Sculls,1,1,1,NZL,DRYSDALE Mahe ,CRO,MARTIN Damir ,CZE,SYNEK Ondrej 
Rowing,Women's Double Sculls,1,1,1,POL,Fularczyk-Kozlowska / Madaj,GBR,Grainger / Thornley,LTU,Vistartaite / Valciukaite
Rowing,Women's Eight,1,1,1,USA,United States,GBR,Great Britain,ROU,Romania
Rowing,Women's Pair,1,1,1,GBR,Glover / Stanning,NZL,Behrent / Scown,DEN,Andersen / Rasmussen
Rowing,Women's Quadruple Sculls,1,1,1,GER,Germany,NED,Netherlands,POL,Poland
Rowing,Women's Single Sculls,1,1,1,AUS,BRENNAN Kimberley ,USA,STONE Genevra ,CHN,DUAN Jingli 
Rugby Sevens,Men,1,1,1,FIJ,Fiji,GBR,Great Britain,RSA,South Africa
Rugby Sevens,Women,1,1,1,AUS,Australia,NZL,New Zealand,CAN,Canada
Sailing,470 Men,1,1,1,CRO,Fantela / Marenic,AUS,Belcher / Ryan,GRE,Mantis / Kagialis
Sailing,470 Women,1,1,1,GBR,Clark / Mills,NZL,Aleh / Powrie,FRA,Defrance / Lecointre
Sailing,49er FX Women,1,1,1,BRA,Kunze / Grael,NZL,Maloney / Meech,DEN,Salskov-Iversen / Hansen
Sailing,49er Men,1,1,1,NZL,Burling / Tuke,AUS,Outteridge / Jensen,GER,Heil / Ploessel
Sailing,Finn Men,1,1,1,GBR,SCOTT Giles ,SLO,ZBOGAR Vasilij ,USA,PAINE Caleb 
Sailing,Laser Men,1,1,1,AUS,BURTON Tom ,CRO,STIPANOVIC Tonci ,NZL,MEECH Sam 
Sailing,Laser Radial Women,1,1,1,NED,BOUWMEESTER Marit ,IRL,MURPHY Annalise ,DEN,RINDOM Anne-Marie 
Sailing,Nacra 17 Mixed,1,1,1,ARG,Lange / Carranza Saroli,AUS,Darmanin / Waterhouse,AUT,Frank / Zajac
Sailing,RS:X Men,1,1,1,NED,VAN RIJSSELBERGHE Dorian ,GBR,DEMPSEY Nick ,FRA,LE COQ Pierre 
Sailing,RS:X Women,1,1,1,FRA,PICON Charline ,CHN,CHEN Peina ,RUS,ELFUTINA Stefaniya 
Shooting,10m Air Pistol Men,1,1,1,VIE,HOANG Xuan Vinh ,BRA,WU Felipe Almeida ,CHN,PANG Wei 
Shooting,10m Air Pistol Women,1,1,1,CHN,ZHANG Mengxue ,RUS,BATSARASHKINA Vitalina ,GRE,KORAKAKI Anna 
Shooting,10m Air Rifle Men,1,1,1,ITA,CAMPRIANI Niccolo ,UKR,KULISH Serhiy ,RUS,MASLENNIKOV Vladimir 
Shooting,10m Air Rifle Women,1,1,1,USA,THRASHER Virginia ,CHN,DU Li ,CHN,YI Siling 
Shooting,25m Pistol Women,1,1,1,GRE,KORAKAKI Anna ,GER,KARSCH Monika ,SUI,DIETHELM GERBER Heidi 
Shooting,25m Rapid Fire Pistol Men,1,1,1,GER,REITZ Christian ,FRA,QUIQUAMPOIX Jean ,CHN,LI Yuehong 
Shooting,50m Pistol Men,1,1,1,KOR,JIN Jongoh ,VIE,HOANG Xuan Vinh ,PRK,KIM Song Guk 
Shooting,50m Rifle 3 Positions Men,1,1,1,ITA,CAMPRIANI Niccolo ,RUS,KAMENSKIY Sergey ,FRA,RAYNAUD Alexis 
Shooting,50m Rifle 3 Positions Women,1,1,1,GER,ENGLEDER Barbara ,CHN,ZHANG Binbin ,CHN,DU Li 
